Customer_ID,Booking_Frequency,Avg_Spending,Preferred_Service,Review_Text,Last_Activity
1292,8,473,Massage,Absolutely incredible service!,2024-02-18
1293,14,313,Wellness Package,Absolutely incredible service!,2024-02-28
1294,2,130,Facial,Great experience.,2024-02-10
1295,2,81,Facial,Very convenient.,2024-01-14
1296,1,189,Yoga Session,Liked the service.,2024-02-26
1297,13,374,Massage,Absolutely incredible service!,2024-03-01
1298,15,372,Massage,Absolutely incredible service!,2024-02-24
1299,1,131,Facial,Easy to book.,2024-02-27
1300,8,262,Massage,Highly recommend the wellness package.,2024-02-28
1301,16,423,Massage,Absolutely incredible service!,2024-02-16
1302,10,362,Massage,Best home service ever.,2024-02-24
1303,2,142,Nail Care,Great experience.,2024-02-04
1304,16,451,Massage,Absolutely incredible service!,2024-02-22
1305,2,147,Nail Care,Very convenient.,2024-02-04
1306,1,112,Facial,Easy to book.,2024-03-01
1307,1,185,Wellness Package,Easy to book.,2024-02-27
1308,13,339,Massage,Absolutely incredible service!,2024-02-20
1309,4,136,Facial,Great experience.,2024-01-21
1310,1,182,Wellness Package,Easy to book.,2024-03-01
1311,1,199,Facial,Easy to book.,2024-02-28
1312,1,109,Massage,"First time trying, was okay.",2024-02-28
1313,15,487,Wellness Package,Highly recommend the wellness package.,2024-02-17
1314,3,115,Massage,Good value for money.,2024-01-09
1315,4,85,Facial,Great experience.,2024-01-07
1316,1,71,Nail Care,Not worth the price.,2023-12-03
1317,4,106,Massage,Very convenient.,2024-01-26
1318,1,76,Yoga Session,Easy to book.,2024-02-29
1319,19,348,Massage,Highly recommend the wellness package.,2024-02-18
1320,1,122,Nail Care,Easy to book.,2024-02-29
1321,2,109,Nail Care,Great experience.,2024-02-13
1322,17,275,Massage,Highly recommend the wellness package.,2024-02-17
1323,1,86,Facial,Too expensive for what it is.,2023-12-09
1324,1,192,Nail Care,"First time trying, was okay.",2024-02-26
1325,2,92,Facial,Too expensive for what it is.,2023-12-13
1326,13,442,Wellness Package,Best home service ever.,2024-02-28
1327,15,233,Massage,Best home service ever.,2024-02-29
1328,15,214,Massage,Absolutely incredible service!,2024-02-27
1329,1,144,Facial,"First time trying, was okay.",2024-02-26
1330,1,98,Facial,"First time trying, was okay.",2024-02-28
1331,2,125,Nail Care,Very convenient.,2024-01-27
1332,3,82,Nail Care,Good value for money.,2024-01-04
1333,1,175,Massage,"First time trying, was okay.",2024-02-29
1334,12,255,Massage,Highly recommend the wellness package.,2024-02-28
1335,1,103,Nail Care,Liked the service.,2024-03-01
1336,14,326,Wellness Package,Highly recommend the wellness package.,2024-03-01
1337,12,333,Massage,Best home service ever.,2024-02-29
1338,10,449,Wellness Package,Highly recommend the wellness package.,2024-02-29
1339,1,99,Wellness Package,"First time trying, was okay.",2024-02-29
1340,2,58,Facial,Too expensive for what it is.,2023-12-31
1341,1,61,Nail Care,Too expensive for what it is.,2023-12-10
1342,1,85,Facial,Not worth the price.,2023-12-31
1343,1,75,Facial,The pro was late.,2023-12-20
1344,1,55,Nail Care,Not worth the price.,2023-12-17
1345,1,134,Wellness Package,Liked the service.,2024-02-26
1346,5,117,Nail Care,Great experience.,2024-01-13
1347,2,84,Nail Care,Good value for money.,2024-02-02
1348,1,114,Yoga Session,Easy to book.,2024-02-28
1349,17,319,Massage,Highly recommend the wellness package.,2024-02-17
1350,2,94,Nail Care,Too expensive for what it is.,2023-12-10
1351,3,126,Nail Care,Very convenient.,2024-02-09
1352,2,86,Facial,The pro was late.,2023-12-28
1353,1,78,Nail Care,Not worth the price.,2023-12-07
1354,13,331,Wellness Package,Best home service ever.,2024-02-28
1355,1,62,Facial,Too expensive for what it is.,2023-12-15
1356,2,124,Facial,Great experience.,2024-01-18
1357,15,439,Wellness Package,Best home service ever.,2024-02-23
1358,1,88,Nail Care,The pro was late.,2023-12-20
1359,1,154,Nail Care,Easy to book.,2024-02-27
1360,5,144,Facial,Good value for money.,2024-01-04
1361,2,94,Nail Care,The pro was late.,2023-12-29
1362,14,318,Massage,Best home service ever.,2024-02-26
1363,16,443,Massage,Best home service ever.,2024-02-16
1364,2,108,Facial,Good value for money.,2024-02-09
1365,1,94,Nail Care,The pro was late.,2023-12-14
1366,13,367,Massage,Highly recommend the wellness package.,2024-03-01
1367,2,98,Nail Care,Not worth the price.,2023-12-31
1368,2,74,Facial,Not worth the price.,2023-12-29
1369,1,144,Facial,Liked the service.,2024-02-27
1370,8,307,Massage,Best home service ever.,2024-02-19
1371,5,89,Massage,Good value for money.,2024-01-09
1372,15,382,Wellness Package,Highly recommend the wellness package.,2024-02-17
1373,11,492,Massage,Best home service ever.,2024-02-20
1374,2,90,Nail Care,The pro was late.,2023-12-07
1375,1,84,Nail Care,"First time trying, was okay.",2024-02-27
1376,1,124,Massage,"First time trying, was okay.",2024-03-01
1377,2,94,Nail Care,Good value for money.,2024-01-15
1378,1,176,Yoga Session,Liked the service.,2024-02-28
1379,1,112,Massage,"First time trying, was okay.",2024-02-26
1380,10,445,Wellness Package,Highly recommend the wellness package.,2024-02-23
1381,1,56,Nail Care,Too expensive for what it is.,2023-12-19
1382,1,68,Nail Care,Not worth the price.,2023-12-11
1383,8,446,Wellness Package,Best home service ever.,2024-02-20
1384,2,91,Facial,The pro was late.,2023-12-15
1385,1,183,Wellness Package,Liked the service.,2024-02-26
1386,1,78,Nail Care,The pro was late.,2023-12-11
1387,2,127,Facial,Great experience.,2024-01-04
1388,17,266,Massage,Highly recommend the wellness package.,2024-02-17
1389,14,221,Wellness Package,Best home service ever.,2024-02-27
1390,4,80,Nail Care,Very convenient.,2024-02-01
1391,2,78,Nail Care,Not worth the price.,2023-12-11
1392,1,117,Yoga Session,Easy to book.,2024-02-29
1393,4,105,Nail Care,Very convenient.,2024-01-30
1394,2,105,Massage,Good value for money.,2024-01-23
1395,1,71,Nail Care,Not worth the price.,2023-12-08
1396,8,258,Wellness Package,Highly recommend the wellness package.,2024-02-25
1397,5,117,Facial,Great experience.,2024-02-08
1398,11,309,Massage,Highly recommend the wellness package.,2024-02-25
1399,1,172,Yoga Session,Easy to book.,2024-02-26
1400,1,69,Facial,Too expensive for what it is.,2023-12-23
1401,1,173,Nail Care,"First time trying, was okay.",2024-02-28
1402,9,314,Massage,Absolutely incredible service!,2024-02-20
1403,5,134,Facial,Good value for money.,2024-01-08
1404,4,118,Nail Care,Very convenient.,2024-02-15
1405,1,197,Massage,Easy to book.,2024-02-27
1406,1,101,Yoga Session,"First time trying, was okay.",2024-02-29
1407,2,86,Nail Care,Not worth the price.,2023-12-13
1408,1,156,Massage,"First time trying, was okay.",2024-02-29
1409,2,63,Nail Care,Not worth the price.,2023-12-21
1410,4,95,Nail Care,Very convenient.,2024-01-28
1411,1,74,Nail Care,Liked the service.,2024-02-26
1412,1,128,Nail Care,Easy to book.,2024-02-28
1413,1,52,Nail Care,Too expensive for what it is.,2023-12-06
1414,1,80,Nail Care,The pro was late.,2023-12-22
1415,12,414,Wellness Package,Absolutely incredible service!,2024-02-22
1416,4,88,Nail Care,Great experience.,2024-01-04
1417,2,63,Facial,Not worth the price.,2023-12-17
1418,1,193,Nail Care,Liked the service.,2024-02-28
1419,1,177,Wellness Package,Easy to book.,2024-02-29
1420,2,96,Nail Care,Not worth the price.,2023-12-08
1421,1,146,Nail Care,Easy to book.,2024-03-01
1422,3,103,Nail Care,Good value for money.,2024-02-11
1423,1,72,Facial,"First time trying, was okay.",2024-02-28
1424,2,132,Facial,Very convenient.,2024-01-02
1425,15,222,Massage,Highly recommend the wellness package.,2024-02-24
1426,2,92,Nail Care,Not worth the price.,2024-01-01
1427,1,55,Facial,Not worth the price.,2023-12-05
1428,8,347,Wellness Package,Highly recommend the wellness package.,2024-02-23
1429,1,82,Facial,Too expensive for what it is.,2023-12-22
1430,1,79,Yoga Session,Liked the service.,2024-03-01
1431,4,125,Nail Care,Good value for money.,2024-02-05
1432,1,150,Wellness Package,Liked the service.,2024-02-29
1433,1,53,Facial,Not worth the price.,2023-12-28
1434,2,94,Facial,Too expensive for what it is.,2023-12-19
1435,1,145,Facial,Easy to book.,2024-02-29
1436,1,188,Massage,Liked the service.,2024-02-27
1437,10,406,Massage,Highly recommend the wellness package.,2024-02-25
1438,11,414,Wellness Package,Highly recommend the wellness package.,2024-02-23
1439,17,433,Massage,Best home service ever.,2024-02-23
1440,5,93,Nail Care,Very convenient.,2024-01-21
1441,17,237,Wellness Package,Absolutely incredible service!,2024-02-24
1442,1,188,Massage,Liked the service.,2024-03-01
1443,2,66,Nail Care,The pro was late.,2023-12-07
1444,2,125,Massage,Good value for money.,2024-01-28
1445,2,96,Facial,Too expensive for what it is.,2023-12-03
1446,2,136,Facial,Very convenient.,2024-01-24
1447,18,219,Wellness Package,Best home service ever.,2024-02-25
1448,5,85,Massage,Good value for money.,2024-02-02
1449,1,59,Facial,Not worth the price.,2023-12-26
1450,2,55,Nail Care,Too expensive for what it is.,2023-12-05
1451,1,81,Massage,"First time trying, was okay.",2024-03-01
1452,14,307,Massage,Highly recommend the wellness package.,2024-02-27
1453,2,74,Facial,The pro was late.,2023-12-16
1454,1,161,Yoga Session,"First time trying, was okay.",2024-02-28
1455,3,118,Facial,Good value for money.,2024-01-13
1456,1,83,Facial,Not worth the price.,2023-12-16
1457,1,77,Nail Care,Not worth the price.,2024-01-01
1458,2,144,Nail Care,Good value for money.,2024-02-14
1459,1,83,Massage,"First time trying, was okay.",2024-03-01
1460,2,85,Nail Care,Too expensive for what it is.,2023-12-18
1461,3,144,Facial,Very convenient.,2024-02-04
1462,1,126,Massage,Liked the service.,2024-02-27
1463,1,149,Wellness Package,"First time trying, was okay.",2024-03-01
1464,2,87,Facial,Not worth the price.,2023-12-12
1465,1,198,Wellness Package,Liked the service.,2024-02-29
1466,1,171,Wellness Package,Easy to book.,2024-02-27
1467,1,71,Nail Care,Too expensive for what it is.,2023-12-03
1468,1,188,Wellness Package,Easy to book.,2024-03-01
1469,4,143,Facial,Good value for money.,2024-01-27
1470,4,136,Facial,Great experience.,2024-01-21
1471,18,421,Wellness Package,Best home service ever.,2024-02-19
1472,1,63,Nail Care,The pro was late.,2023-12-10
1473,2,140,Facial,Good value for money.,2024-01-12
1474,2,148,Nail Care,Great experience.,2024-01-22
1475,18,398,Massage,Absolutely incredible service!,2024-02-24
1476,1,147,Facial,Easy to book.,2024-02-27
1477,2,71,Nail Care,The pro was late.,2023-12-27
1478,1,56,Nail Care,The pro was late.,2023-12-14
1479,1,97,Nail Care,The pro was late.,2023-12-04
1480,18,434,Massage,Highly recommend the wellness package.,2024-02-22
1481,1,197,Wellness Package,Liked the service.,2024-02-26
1482,1,70,Massage,Liked the service.,2024-02-27
1483,1,154,Massage,Easy to book.,2024-02-27
1484,14,217,Massage,Highly recommend the wellness package.,2024-02-22
1485,11,479,Wellness Package,Highly recommend the wellness package.,2024-02-25
1486,1,73,Facial,Too expensive for what it is.,2023-12-07
1487,4,107,Massage,Good value for money.,2024-01-25
1488,1,127,Facial,"First time trying, was okay.",2024-02-26
1489,3,145,Massage,Great experience.,2024-02-10
1490,1,130,Yoga Session,Easy to book.,2024-02-29
1491,2,128,Massage,Great experience.,2024-01-23
1492,5,139,Facial,Very convenient.,2024-02-06
1493,1,115,Wellness Package,Liked the service.,2024-02-26
1494,1,56,Facial,Too expensive for what it is.,2023-12-09
1495,2,111,Nail Care,Very convenient.,2024-01-13
1496,10,304,Massage,Best home service ever.,2024-02-21
1497,4,108,Massage,Very convenient.,2024-01-14
1498,2,124,Nail Care,Good value for money.,2024-01-29
1499,17,401,Massage,Absolutely incredible service!,2024-02-25
1500,3,145,Nail Care,Great experience.,2024-02-13
1501,1,166,Facial,Liked the service.,2024-02-29
1502,1,56,Nail Care,Not worth the price.,2023-12-09
1503,3,139,Massage,Good value for money.,2024-02-15
1504,8,452,Massage,Highly recommend the wellness package.,2024-02-23
1505,2,76,Facial,Too expensive for what it is.,2023-12-18
1506,14,244,Wellness Package,Best home service ever.,2024-02-26
1507,1,159,Yoga Session,Easy to book.,2024-02-26
1508,1,141,Nail Care,Liked the service.,2024-02-29
1509,16,304,Wellness Package,Highly recommend the wellness package.,2024-02-27
1510,3,136,Facial,Good value for money.,2024-01-09
1511,9,283,Wellness Package,Highly recommend the wellness package.,2024-02-29
1512,2,60,Facial,Too expensive for what it is.,2023-12-03
1513,1,51,Facial,The pro was late.,2024-01-01
1514,1,92,Facial,The pro was late.,2023-12-10
1515,2,88,Facial,Good value for money.,2024-01-21
1516,14,464,Wellness Package,Absolutely incredible service!,2024-02-26
1517,8,260,Wellness Package,Best home service ever.,2024-02-22
1518,1,112,Yoga Session,"First time trying, was okay.",2024-02-28
1519,1,90,Facial,Easy to book.,2024-02-27
1520,5,105,Nail Care,Good value for money.,2024-02-11
1521,11,369,Wellness Package,Highly recommend the wellness package.,2024-02-20
1522,18,290,Wellness Package,Best home service ever.,2024-02-19
1523,4,90,Facial,Great experience.,2024-01-06
1524,2,81,Facial,The pro was late.,2023-12-19
1525,1,132,Facial,Liked the service.,2024-02-29
1526,1,82,Nail Care,Not worth the price.,2023-12-28
1527,16,206,Massage,Highly recommend the wellness package.,2024-02-28
1528,1,96,Yoga Session,"First time trying, was okay.",2024-02-27
1529,1,170,Massage,"First time trying, was okay.",2024-02-29
1530,14,433,Massage,Best home service ever.,2024-02-20
1531,2,86,Nail Care,The pro was late.,2023-12-08
1532,1,130,Nail Care,Liked the service.,2024-02-28
1533,1,98,Yoga Session,Easy to book.,2024-02-28
1534,2,52,Facial,Too expensive for what it is.,2023-12-06
1535,5,88,Massage,Very convenient.,2024-01-10
1536,3,99,Nail Care,Great experience.,2024-01-07
1537,1,104,Yoga Session,Easy to book.,2024-02-27
1538,3,125,Nail Care,Good value for money.,2024-01-26
1539,2,91,Facial,The pro was late.,2023-12-20
1540,1,179,Facial,Liked the service.,2024-02-26
1541,1,156,Nail Care,Easy to book.,2024-02-27
1542,3,115,Facial,Very convenient.,2024-01-04
1543,1,125,Nail Care,Easy to book.,2024-02-29
1544,1,183,Massage,Liked the service.,2024-02-26
1545,1,84,Facial,The pro was late.,2023-12-22
1546,1,190,Massage,"First time trying, was okay.",2024-02-28
1547,8,208,Wellness Package,Best home service ever.,2024-02-29
1548,10,379,Wellness Package,Highly recommend the wellness package.,2024-02-18
1549,2,95,Facial,The pro was late.,2023-12-05
1550,5,142,Nail Care,Good value for money.,2024-01-15
1551,1,77,Nail Care,Not worth the price.,2023-12-23
1552,2,81,Facial,Good value for money.,2024-01-03
1553,19,293,Wellness Package,Highly recommend the wellness package.,2024-02-25
1554,4,89,Facial,Great experience.,2024-01-04
1555,2,70,Facial,The pro was late.,2023-12-16
1556,18,202,Wellness Package,Absolutely incredible service!,2024-02-16
1557,10,451,Wellness Package,Best home service ever.,2024-02-20
1558,5,98,Facial,Good value for money.,2024-01-23
1559,2,81,Facial,Not worth the price.,2023-12-05
1560,1,141,Wellness Package,"First time trying, was okay.",2024-03-01
1561,1,60,Nail Care,Too expensive for what it is.,2023-12-30
1562,1,69,Nail Care,Too expensive for what it is.,2023-12-26
1563,2,64,Facial,The pro was late.,2023-12-23
1564,1,129,Facial,Easy to book.,2024-02-29
1565,1,87,Nail Care,The pro was late.,2023-12-24
1566,1,146,Yoga Session,Liked the service.,2024-02-27
1567,13,496,Wellness Package,Absolutely incredible service!,2024-02-29
1568,1,132,Wellness Package,"First time trying, was okay.",2024-02-27
1569,1,122,Yoga Session,"First time trying, was okay.",2024-02-26
1570,2,57,Facial,The pro was late.,2023-12-15
1571,2,108,Nail Care,Great experience.,2024-01-28
1572,1,85,Wellness Package,"First time trying, was okay.",2024-03-01
1573,1,133,Nail Care,"First time trying, was okay.",2024-02-27
1574,4,120,Facial,Very convenient.,2024-02-13
1575,14,233,Wellness Package,Best home service ever.,2024-02-17
1576,1,139,Facial,Easy to book.,2024-02-29
1577,1,117,Facial,Easy to book.,2024-02-27
1578,2,81,Nail Care,Good value for money.,2024-01-04
1579,2,145,Nail Care,Good value for money.,2024-02-15
1580,18,357,Wellness Package,Highly recommend the wellness package.,2024-02-21
1581,4,135,Facial,Good value for money.,2024-01-15
1582,15,438,Wellness Package,Absolutely incredible service!,2024-02-28
1583,8,466,Massage,Best home service ever.,2024-02-16
1584,2,98,Nail Care,The pro was late.,2023-12-12
1585,3,87,Massage,Very convenient.,2024-01-02
1586,2,94,Massage,Very convenient.,2024-01-21
1587,9,311,Massage,Best home service ever.,2024-02-24
1588,5,145,Nail Care,Very convenient.,2024-01-22
1589,2,97,Facial,Not worth the price.,2023-12-06
1590,1,70,Nail Care,Not worth the price.,2023-12-04
1591,1,111,Nail Care,Easy to book.,2024-02-29
1592,2,131,Nail Care,Very convenient.,2024-01-08
1593,1,142,Massage,Liked the service.,2024-02-27
1594,2,92,Nail Care,Good value for money.,2024-02-03
1595,4,112,Facial,Very convenient.,2024-01-09
1596,13,245,Wellness Package,Absolutely incredible service!,2024-02-26
1597,1,57,Nail Care,Too expensive for what it is.,2023-12-03
1598,3,137,Nail Care,Great experience.,2024-01-08
1599,15,201,Wellness Package,Absolutely incredible service!,2024-02-19
1600,5,128,Facial,Great experience.,2024-01-06
1601,1,92,Nail Care,Not worth the price.,2023-12-07
1602,10,291,Massage,Absolutely incredible service!,2024-02-25
1603,1,99,Nail Care,The pro was late.,2023-12-06
1604,2,96,Facial,Great experience.,2024-01-25
1605,10,457,Massage,Highly recommend the wellness package.,2024-03-01
1606,5,84,Massage,Good value for money.,2024-02-13
1607,13,459,Massage,Best home service ever.,2024-02-21
1608,19,347,Wellness Package,Highly recommend the wellness package.,2024-02-18
1609,1,72,Facial,"First time trying, was okay.",2024-03-01
1610,1,77,Facial,Not worth the price.,2023-12-26
1611,2,91,Facial,Too expensive for what it is.,2023-12-10
1612,18,460,Wellness Package,Absolutely incredible service!,2024-02-18
1613,9,470,Wellness Package,Absolutely incredible service!,2024-02-20
1614,16,473,Wellness Package,Highly recommend the wellness package.,2024-02-18
1615,1,87,Nail Care,Too expensive for what it is.,2023-12-21
1616,14,424,Wellness Package,Best home service ever.,2024-02-28
1617,2,126,Massage,Very convenient.,2024-01-20
1618,3,109,Massage,Great experience.,2024-01-20
1619,2,99,Facial,Not worth the price.,2023-12-07
1620,1,179,Massage,Easy to book.,2024-03-01
1621,3,91,Facial,Very convenient.,2024-01-11
1622,1,58,Nail Care,The pro was late.,2023-12-09
1623,3,94,Nail Care,Very convenient.,2024-01-27
1624,16,319,Massage,Best home service ever.,2024-02-23
1625,10,293,Massage,Absolutely incredible service!,2024-02-22
1626,1,155,Massage,"First time trying, was okay.",2024-02-29
1627,1,89,Facial,Liked the service.,2024-02-28
1628,1,72,Nail Care,Not worth the price.,2023-12-10
1629,1,96,Facial,Too expensive for what it is.,2023-12-11
1630,1,168,Wellness Package,Liked the service.,2024-03-01
1631,2,55,Facial,Too expensive for what it is.,2023-12-10
1632,2,80,Facial,The pro was late.,2023-12-11
1633,1,156,Yoga Session,Liked the service.,2024-02-28
1634,11,225,Massage,Absolutely incredible service!,2024-02-22
1635,13,424,Wellness Package,Highly recommend the wellness package.,2024-02-21
1636,5,131,Nail Care,Good value for money.,2024-02-11
1637,1,88,Nail Care,The pro was late.,2023-12-08
1638,5,95,Massage,Very convenient.,2024-02-10
1639,4,92,Nail Care,Very convenient.,2024-02-13
1640,1,96,Facial,Easy to book.,2024-02-26
1641,18,398,Massage,Highly recommend the wellness package.,2024-02-18
1642,9,474,Massage,Best home service ever.,2024-02-23
1643,1,93,Wellness Package,Easy to book.,2024-03-01
1644,1,173,Facial,"First time trying, was okay.",2024-02-29
1645,13,267,Wellness Package,Highly recommend the wellness package.,2024-02-19
1646,1,128,Wellness Package,Liked the service.,2024-03-01
1647,2,62,Nail Care,Not worth the price.,2023-12-04
1648,1,61,Nail Care,Too expensive for what it is.,2023-12-31
1649,2,139,Nail Care,Great experience.,2024-01-16
1650,2,83,Facial,Not worth the price.,2023-12-22
1651,16,413,Massage,Highly recommend the wellness package.,2024-03-01
1652,1,77,Wellness Package,Easy to book.,2024-03-01
1653,4,145,Facial,Good value for money.,2024-02-10
1654,15,482,Massage,Absolutely incredible service!,2024-02-18
1655,2,56,Nail Care,The pro was late.,2023-12-30
1656,10,303,Wellness Package,Absolutely incredible service!,2024-02-20
1657,1,96,Wellness Package,Liked the service.,2024-02-27
1658,2,102,Facial,Good value for money.,2024-02-01
1659,2,86,Facial,Not worth the price.,2023-12-17
1660,1,54,Facial,Too expensive for what it is.,2023-12-26
1661,3,138,Nail Care,Great experience.,2024-01-08
1662,1,80,Facial,The pro was late.,2023-12-05
1663,1,88,Facial,Too expensive for what it is.,2023-12-28
1664,2,143,Massage,Great experience.,2024-01-30
1665,2,70,Nail Care,Not worth the price.,2023-12-28
1666,2,118,Nail Care,Very convenient.,2024-01-22
1667,2,81,Nail Care,Not worth the price.,2023-12-29
1668,2,83,Facial,Too expensive for what it is.,2023-12-29
1669,2,83,Facial,The pro was late.,2023-12-07
1670,1,82,Nail Care,Too expensive for what it is.,2023-12-25
1671,1,73,Facial,Too expensive for what it is.,2023-12-28
1672,11,370,Wellness Package,Absolutely incredible service!,2024-02-24
1673,4,113,Massage,Great experience.,2024-01-26
1674,1,161,Facial,Liked the service.,2024-02-29
1675,1,137,Wellness Package,Liked the service.,2024-02-28
1676,10,341,Massage,Absolutely incredible service!,2024-02-27
1677,5,121,Facial,Very convenient.,2024-01-02
1678,15,432,Wellness Package,Absolutely incredible service!,2024-02-24
1679,1,101,Massage,Easy to book.,2024-02-29
1680,1,56,Nail Care,The pro was late.,2023-12-11
1681,4,96,Massage,Very convenient.,2024-01-12
1682,1,82,Facial,Not worth the price.,2023-12-09
1683,9,455,Wellness Package,Absolutely incredible service!,2024-02-27
1684,1,186,Yoga Session,Easy to book.,2024-02-28
1685,5,129,Massage,Very convenient.,2024-01-12
1686,9,203,Massage,Absolutely incredible service!,2024-02-23
1687,9,231,Massage,Absolutely incredible service!,2024-02-20
1688,2,96,Facial,Not worth the price.,2023-12-03
1689,1,117,Facial,Liked the service.,2024-02-28
1690,4,81,Facial,Very convenient.,2024-02-06
1691,4,102,Facial,Very convenient.,2024-02-11
1692,1,73,Facial,The pro was late.,2023-12-13
1693,2,63,Nail Care,Not worth the price.,2023-12-05
1694,18,315,Wellness Package,Absolutely incredible service!,2024-02-16
1695,12,327,Massage,Best home service ever.,2024-02-27
1696,5,118,Facial,Very convenient.,2024-02-06
1697,2,94,Massage,Very convenient.,2024-01-17
1698,2,116,Nail Care,Good value for money.,2024-01-08
1699,1,193,Facial,"First time trying, was okay.",2024-02-26
1700,1,82,Wellness Package,"First time trying, was okay.",2024-02-27
1701,1,90,Nail Care,Not worth the price.,2023-12-17
1702,2,98,Nail Care,Not worth the price.,2023-12-20
1703,3,126,Facial,Very convenient.,2024-01-25
1704,1,83,Facial,Too expensive for what it is.,2023-12-07
1705,18,433,Wellness Package,Best home service ever.,2024-02-22
1706,3,119,Facial,Very convenient.,2024-02-06
1707,4,131,Nail Care,Very convenient.,2024-02-08
1708,1,98,Nail Care,Not worth the price.,2024-01-01
1709,2,122,Massage,Good value for money.,2024-02-12
1710,2,87,Facial,The pro was late.,2023-12-11
1711,19,360,Massage,Best home service ever.,2024-02-21
1712,1,65,Facial,Too expensive for what it is.,2023-12-17
1713,19,301,Massage,Absolutely incredible service!,2024-02-18
1714,2,66,Facial,Too expensive for what it is.,2023-12-20
1715,19,467,Wellness Package,Best home service ever.,2024-02-20
1716,4,148,Facial,Good value for money.,2024-01-13
1717,4,97,Massage,Good value for money.,2024-02-05
1718,1,166,Wellness Package,Easy to book.,2024-02-26
1719,1,197,Facial,Easy to book.,2024-02-26
1720,1,181,Massage,"First time trying, was okay.",2024-02-29
1721,1,65,Facial,The pro was late.,2023-12-24
1722,1,131,Yoga Session,"First time trying, was okay.",2024-02-26
1723,11,249,Massage,Highly recommend the wellness package.,2024-02-18
1724,5,113,Nail Care,Very convenient.,2024-02-02
1725,5,140,Massage,Very convenient.,2024-02-04
1726,16,470,Massage,Highly recommend the wellness package.,2024-02-26
1727,13,385,Wellness Package,Absolutely incredible service!,2024-02-19
1728,15,349,Wellness Package,Absolutely incredible service!,2024-02-27
1729,1,56,Nail Care,The pro was late.,2023-12-20
1730,1,173,Facial,"First time trying, was okay.",2024-02-29
1731,1,78,Nail Care,Not worth the price.,2023-12-06
1732,1,82,Facial,The pro was late.,2023-12-04
1733,2,75,Facial,The pro was late.,2023-12-22
1734,3,142,Facial,Very convenient.,2024-01-06
1735,17,391,Wellness Package,Absolutely incredible service!,2024-02-22
1736,5,82,Nail Care,Very convenient.,2024-01-29
1737,4,137,Massage,Good value for money.,2024-01-21
1738,1,136,Yoga Session,"First time trying, was okay.",2024-02-28
1739,5,104,Facial,Very convenient.,2024-01-13
1740,9,313,Wellness Package,Highly recommend the wellness package.,2024-02-18
1741,1,154,Wellness Package,Liked the service.,2024-02-28
1742,2,53,Facial,The pro was late.,2023-12-17
1743,2,93,Facial,Not worth the price.,2023-12-31
1744,2,92,Nail Care,Not worth the price.,2023-12-30
1745,1,80,Wellness Package,Easy to book.,2024-02-27
1746,1,83,Facial,Not worth the price.,2023-12-31
1747,2,83,Nail Care,Not worth the price.,2023-12-12
1748,8,351,Wellness Package,Highly recommend the wellness package.,2024-02-17
1749,18,455,Wellness Package,Absolutely incredible service!,2024-02-22
1750,3,144,Facial,Very convenient.,2024-01-24
1751,2,71,Facial,Too expensive for what it is.,2023-12-30
1752,3,85,Massage,Good value for money.,2024-01-16
1753,3,89,Facial,Good value for money.,2024-01-13
1754,3,147,Facial,Great experience.,2024-02-07
1755,1,182,Facial,Easy to book.,2024-02-29
1756,1,64,Nail Care,The pro was late.,2023-12-12
1757,2,59,Facial,The pro was late.,2023-12-21
1758,1,134,Yoga Session,Easy to book.,2024-02-28
1759,1,130,Wellness Package,"First time trying, was okay.",2024-03-01
1760,1,71,Wellness Package,Liked the service.,2024-02-29
1761,2,82,Nail Care,Too expensive for what it is.,2023-12-16
1762,1,113,Facial,Easy to book.,2024-03-01
1763,4,85,Massage,Very convenient.,2024-01-14
1764,5,99,Massage,Great experience.,2024-01-29
1765,1,71,Massage,"First time trying, was okay.",2024-02-27
1766,1,118,Yoga Session,Liked the service.,2024-02-27
1767,13,443,Wellness Package,Highly recommend the wellness package.,2024-02-22
1768,1,83,Facial,Too expensive for what it is.,2023-12-10
1769,1,89,Yoga Session,"First time trying, was okay.",2024-03-01
1770,2,79,Nail Care,Not worth the price.,2023-12-19
1771,2,76,Nail Care,Too expensive for what it is.,2023-12-31
1772,12,208,Massage,Best home service ever.,2024-02-20
1773,1,147,Massage,Easy to book.,2024-02-26
1774,1,193,Facial,"First time trying, was okay.",2024-02-26
1775,15,413,Wellness Package,Best home service ever.,2024-02-27
1776,1,143,Massage,"First time trying, was okay.",2024-02-27
1777,1,138,Facial,Easy to book.,2024-03-01
1778,5,109,Massage,Great experience.,2024-01-18
1779,12,288,Wellness Package,Highly recommend the wellness package.,2024-02-20
1780,1,120,Facial,Liked the service.,2024-02-26
1781,1,79,Massage,"First time trying, was okay.",2024-02-27
1782,16,272,Wellness Package,Absolutely incredible service!,2024-02-17
1783,2,54,Facial,Too expensive for what it is.,2023-12-04
1784,5,84,Facial,Good value for money.,2024-01-06
1785,1,164,Nail Care,Liked the service.,2024-02-27
1786,1,52,Facial,Too expensive for what it is.,2024-01-01
1787,1,79,Yoga Session,Easy to book.,2024-02-29
1788,1,139,Nail Care,Liked the service.,2024-02-29
1789,18,222,Wellness Package,Best home service ever.,2024-02-16
1790,4,88,Nail Care,Good value for money.,2024-01-29
1791,3,119,Nail Care,Great experience.,2024-01-10
1792,1,83,Facial,"First time trying, was okay.",2024-03-01
